Sr. No.,College Name,University Name,District,Taluka,Exclusively in Womens Colleges,"College Types","(Report no 5)
Whether Minority Institution (Yes/No)","Linguistic/
Religious_Type",JD Region,Correspondence Address,Email,Contact Phone 1,Contact Phone 2,Mobile,Principal Name,College Type
319,Sai Special B.Ed.(HI) College Gijavane,Shivaji University Kolhapur,Kolhapur,Gadhinglaj,Co-Education,Rural,No,Select,Kolhapur,A/p- GijavaneTal- Gadhinglaj Dist- Kolhapur. (Maharashtra) Pin-416502,saieducationgij@rediffmail.com,02327-222888 223434,02327-222888 278888,9960512494,Suhas Namdev Jadhav,Non-Aided
320,Gurunanak Institute of Hotel Management & Catering Studies Civil Line Nagpur,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Nagpur,Nagpur Urban,Co-Education,Rural,No,Select,Nagpur,Dahegaon Kalmeshwar RoadNear Radha Swami Satsang,gnihmcs@gmail.com,07118-661400,07118-661400,8380008290,Mrs. Sakshi Bhusari,Non-Aided
321,Tukaram Krishnaji Kolekar Arts and Commerce College NESARI-416 504,Shivaji University Kolhapur,Kolhapur,Gadhinglaj,Co-Education,Rural,No,Select,Kolhapur,AT-POST-NESARI TAL-GADHINGLAJ DIST-KOLHAPUR (MAHARASHTRA)416504,accnesari08@rediffmail.com,02327-272591,02327-272591,9421383367,.Dr.S.B.Bhambar,Aided
322,M.A.Rangoonwala Institute of Hotel Management & ResearchCamp-01,Savitribai Phule Pune University Pune,Pune,Pune City,Co-Education,Urban,Yes,Religious,Pune,2390 B KB Hidayatullah Road Azam CampusCamp Pune-411001.,info@marhotelmanagement.com,020-26442261,020-26442261,9822402684,Prof. Dr. Anita Frantz,Non-Aided
323,Supriya Mahila Arts Commerce & Science College Tal-Jafarabad Dist- Jalna,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Jalna,Jafrabad,Girls,Rural,No,Select,Aurangabad,AT.JAFRABAD TQ.JAFRABAD DIST. JALNA PIN CODE.431206,supriyawomens2021@gmail.com,8149960904,-9423459425,7769941795,Mr.B.S.Gawande,Non-Aided
324,AMD College of Arts & Science Jalna,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Jalna,Jalna,Co-Education,Urban,No,Select,Aurangabad,Mantha Road Jalna,darjune39@gmail.com,,91-9422219723 / 9404279723,9422219723,DR. DILEEP ARJUNE,Non-Aided
325,Mahatma Fule Arts and Science College Chalisgaon,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Jalgaon,Chalisgaon,Co-Education,Urban,No,Select,Jalgaon,Ashok Khalane Colony Dule Road chalisgoan,mpcollegecsn@gmail.com,02589-227939,-9270620048,9270620048,Shri. Komalkumar Pradipkumar Pardeshi,Non-Aided
326,Shri Sai Baba IT College Latur,Swami Ramanand Teerth Marathwada University Nanded,Latur,Latur,Co-Education,Urban,No,Select,Nanded,pawar complex.opp.watertankbarshi road,ssitc09@gmail.com,MO.-9921642739,MO.-9921642739,,Shinde A. L.,Non-Aided
327,Vidya Prasarak Santha's Devram Laxman Bhoir Degree College of Arts Commerce & Science,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,No,Select,Panvel,DEVRAM LAXMAN BHOIR DEGREE COLLEGE BALKUM THANE 400608,dlbdegree.balkum@gmail.com,022-25405962,022-25405962,7398119977,MR. KIRAN MAHADEV PASHTE,Non-Aided
328,Pandurang Shamrao Mulgaonkar Vishesh Shikshan Adhyapak Mahavidyalaya,Savitribai Phule Pune University Pune,Pune,Pune City,Co-Education,Urban,No,Select,Pune,93/1/B Parvati Paytha Laxminagar Pune 411009,psmcollegepune9@gmail.com,020-24232592,020-24232592,9890158154,Dr.Supriya Sudhir Kale,Aided
329,Raje Shahaji Senior College Ambelohal,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Gangapur,Co-Education,Rural,No,Select,Aurangabad,GUT NO. 349 AMBELOHAL TAL. GANGAPUR DIST. AURANGABAD,rajeshahajicollege@gmail.com,9404582563,-9404582563,9404582563,Dr. Shah Rehman Ahmed,Non-Aided
330,Abeda Inamdar Senior College,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,Yes,Religious,Pune,Abeda Inamdar Senior College of Arts Science and Commerce2390/B K B Hidaytullah Road New Modikhan,aiscgseminars@gmail.com,020-26446970,020-26446970,9422013735,Dr. Shaila Bootwala,Aided
331,ATSS College of Business Studies & Computer Applications,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,Yes,Linguistic,Pune,C-2 MIDCOpp. Chinchwad East Post Office Chinchwad Pune-411019,atssitc@yahoo.co.in,020-27472079,020-27472079,9850886800,Dr.(Mrs.)A.A.Deoskar,Non-Aided
332,kamalgauri Hiru Patil Shikshan Sanstha's Sadguru Vamanbaba Commerce & Science College Taloja Raigad,Mumbai University Mumbai,Raigad,Panvel,Co-Education,Rural,No,Select,Panvel,Plot No 29 Sector - 11 CIDCO Node Taloja Tal - Panvel Dist - Raigad - 410208,principals.v.collegetaloja@gmail.com,022-65281100,022-65281100,9594535370,Dr.Rahul Gunvanth K.Dongargaonkar,Non-Aided
333,V.P.S. Institute of Hospitality Studies & Hotel Management Mouje Waksai Maval,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Pune,Maval,Co-Education,Urban,No,Select,Pune,AT MAUJE WAKSAI TAL. MAVALDIST PUNE,principalvpsihm@gmail.com,021144-273938,021144-273938,9819112611,MR. NISHIT RAJPUT,Non-Aided
334,Vasantrao Naik Mahavidyalaya Aurangabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Urban,No,Select,Aurangabad,Vasantrao Naik Mahavidyalaya Airport Road Cidco Aurangabad. 431003,naikcollege@rediffmail.com,0240-2482321,0240-2482321,7798647423,Dr. Jagdish Bharad,Aided
335,V.P. Institute of Management Studies & Research Sangli,Shivaji University Kolhapur,Sangli,Miraj,Co-Education,Urban,No,Select,Kolhapur,Sangli-Miraj Road Near Bharati Hospital Wanlesswadi Sangli 416414,admin@vpimsr.edu.in,0233-2211467,0233-2211467,9226924450,Dr. R A Shinde,Non-Aided
336,Aadrash Prashasakiya Mahavidyalay Wani Near Gunje Maroti Temple,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Yavatmal,Wani,Co-Education,Rural,No,Select,Amravati,Singh Comlex Damodhar NagarWarora Road Wani,adarshprashaskiyamah16@gmail.com,-,-,9850782074,Nishant Wamanrao Khobragade,Non-Aided
337,Avdhoot Mahila Mahavidhyalaya Kuhi-Akoli Road Tah.Kuhi Dist. Nagpur-441202,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Kuhi,Girls,Rural,No,Select,Nagpur,moza bhojapur kuhi akolitah kuhi dist nagpur,avdhootmahilavidyalaya@gmail.com,0712-7249681435,0712-7249681435,9270507991,Mr. Roshan P Tadurwar,Non-Aided
338,Phanasgaon Kala va vanijya Mahavidyalaya PhanasgaonTal DevgadDist-Sindhudurg,Mumbai University Mumbai,Sindhudurg,Devgad,Co-Education,Rural,No,Select,Panvel,A/P Phanasgaon (Vitthaladevi)Tal:-Devgad Dist.:-Sindhudurg,sc.phanasgaon@gmail.com,Maharashtra,02364-244400,9405028840,Mrs. Anushree Umesh Narkar,Non-Aided
339,SHRI KISANRAO KHOBRAGADE ARTS COMMERCE AND SCIENCE COLLEGE,Gondwana University Gadchiroli,Gadchiroli,Armori,Co-Education,Urban,No,Select,Nagpur,AT Palora road Armori Ta Po Armori Dist Gadchiroli,skkca055@gmail.com,7137266302,-9881268018,9527651074,Mr. V. B. Dhargave,Non-Aided
340,Abhay Shikshan Kendra’s Rajashri Shahu College of Arts Commerce & Science Joglekar Wadi Sion (W),Mumbai University Mumbai,Mumbai City,Mumbai City,Co-Education,Urban,Yes,Religious,Mumbai,MUNICIPAL SCHOOL BLDG3RD FLOORJOGLEKARWADISION EASTMUMBAI 400 022.,rajarshishahusrcollege@gmail.com,022-24078899,022-24078899,9594042097,Miss. Mrunal Mohan Rasal,Non-Aided
341,Regal College of Hotel Management Lanja Ratnagiri,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Ratnagiri,Lanja,Co-Education,Rural,No,Select,Panvel,opp. Shetye HospitalMumbai-Goa Highway,regalcollegelanja@gmail.com,-8830416078,-8830416078,9405519800,Vinay Mangesh Guhagarkar,Non-Aided
342,Tulja Bhavani College Of Information TechonologyOsmanabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Osmanabad,Co-Education,Urban,No,Select,Aurangabad,Behind Sharad Pawar High School Barshi Naka Osmanabad. - 413501,tbcit2009@gmail.com,02472-226826,02472-226826,9579541775,Mr.Pradeep Damodhar Bhandwale,Non-Aided
343,Gokhale Education Society's N.B.Thakur Law College Nashik-5.,Savitribai Phule Pune University Pune,Nashik,Nashik,Co-Education,Urban,No,Select,Pune,n.b.thakur law college nashik-5n.b.thakur law college nashik-5,nbtlawcollege@gmail.com,0253-2574180,0253-2574180,9225144993,DR. H.A.Kadri (I/c Principal),Aided
344,Pragnya College of Management & Computer Studies Handewadi,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Rural,Yes,Linguistic,Pune,City office- 1st Floor Above Hotel Savera Opp. F.C. Main Gate P.C. Road Pune 411044Campus- Surv.,pragnya.college@gmail.com,9970888604,020-64012097,9371000551,Dr. Asha S. Yadwadkar,Non-Aided
345,Smt. Fatimabai M.S. Educational Trust’s Mumbra of Arts & Commerce (Night College) Mumbra,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,No,Select,Panvel,mumbra college of Arts & Commerce (Night) MumbraThane mumbra college of Arts & Commerce (Night) Mum,mumbranightcollege2001@gmail.com,2225461170,91-8652000831,9987929756,Mr. Dhananjay M Pashte,Non-Aided
346,Dr. Nitin Humane College Of Hotel Management And Professional Courses Vihirgaon Umred Road Tal+Di,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Nagpur,Nagpur Urban,Co-Education,Rural,No,Select,Nagpur,umred road vihirgaon nagpur tah+dist nagpur umred road vihirgaon nagpur tah+dist-nagpur,nitin.humane2020@gmail.com,-9403059822,-9403059822,,MR. NARAYAN NANDAGAWALI,Non-Aided
347,Shri Sai Samarth Arts Commerce and Science College Bhadgaon Dist - Jalgaon,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Jalgaon,Bhadgaon,Girls,Urban,No,Select,Jalgaon,Santsena Maharaj Mandir Javal Balad RoadBhadgaon,omsai4577@gmail.com,-9860458358,-9860458358,986045358,Mrs. Vandana Mohanrao Thorat,Non-Aided
348,Late Lalasaheb Deshmukh Shikshan Mahavidyalaya Tiwasa,Sant Gadge Baba Amravati University Amravati,Amravati,Tiosa,Co-Education,Rural,No,Select,Amravati,late Lalasaheb Deshmukh College of Education NH6 Amravati Nagpur Road Teosa Dist Amravati,prashantde1980@gmail.com,-9890940121  9665725887,-9890940121  9665725887,9890940121,Dr. Sujata Nanasaheb Tayade,Non-Aided
349,Yashwantrao Chavan Arts Science & Commerce College Lakhandur Dist Bhandara,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Bhandara,Lakhandur,Co-Education,Rural,No,Select,Nagpur,Lakhandur dist. Bhandara441803,yccl_260112@rediffmail.com,07181-260112/260312/260585,07181-260112/260312/260585,9421712769,Dr. JAGANNATH VITHOBA DADVE,Aided
350,Dr. Manzoor Hasan Ayyubi College of Education,Savitribai Phule Pune University Pune,Nashik,Malegaon,Co-Education,Urban,Yes,Religious,Pune,Sr.No.224Plot.No.124IslamnagerGruwarwardMalegaon.(Nasik)Sr.No.224Plot.No.124IslamnagerGruwarw,dmhacollege@yahoo.com,02554-230348,02554-230348,9923596491,Dr.Ansari Shahid Lateef Mohd. Iqbal,Non-Aided
351,Shikshan Mandal Bhagur Arts Commerce & Science Senior College Devlali Campus Nashik - 422401.,Savitribai Phule Pune University Pune,Nashik,Nashik,Co-Education,Rural,No,Select,Pune,Sv.No.306/1A/4B/2 Barnes School Road Deolali CampDeolali Camp,smbcollege2019@gmail.com,2534032579,0253-2973766,7982081125,Prof. Bharat Suresh Sapkale,Non-Aided
352,SHRI GAJANAN MAHARAJ SCIENCE COLLEGE,Gondwana University Gadchiroli,Chandrapur,Gondpipri,Co-Education,Tribal,No,Religious,Nagpur,MANE ROD GONDPIPRI,dev_parise@rediffmail.com,07171-228732,-8275283497,8275283497,Maheshwar Bansode,Non-Aided
353,Swami Ramanand Teerth Marathwada University's Sub-Centre Latur,Swami Ramanand Teerth Marathwada University Nanded,Latur,Latur,Co-Education,Rural,No,Select,Nanded,S.R.T.M.University Nanded SUB-CENTRE LATUR Post Box No-131 PETH AUSA ROAD,directorscl@gmail.com,02382-261100,02382-261100,9822291989,Dr. R.S.Shinde,Non-Aided
354,Vasant Kale College of Computational & Management Science Vishnupuri Nanded,Swami Ramanand Teerth Marathwada University Nanded,Nanded,Nanded,Co-Education,Rural,No,Select,Nanded,At Vishnupuri NandedAt Vishnupuri Nanded,sunil.hambarde9@gmail.com,Maharashtra,-9970588363,9665825433,Wadkar Santoshkumar Madhav,Non-Aided
355,Pandit Deendayal Upadhayay Mahavidyalaya Deoni,Swami Ramanand Teerth Marathwada University Nanded,Latur,Deoni,Co-Education,Rural,No,Select,Nanded,AT. POST. DEONI DIST. LATURAT. POST. DEONI DIST. LATUR,pdum341@gmail.com,-9049587050,-9423759263,9422641222,I/c PrincipalDamawale Dagdu Narsingrao,Aided
356,P.P.M.S. GOLVALKAR GURUJI SANSTHA ARTS COMMERECE & SCIENCE COLLEGE KURHA KAKODAMUKTAINAGAR JALGAON,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Jalgaon,Muktainagar,Co-Education,Rural,No,Select,Jalgaon,at post kurha kakoda Tal. muktainagar,acscollegekurha18@gmail.com,02583-232333,02583-234333,9579169149,Shri S.N.Joshi,Non-Aided
357,Tatkare Charitable Trust’s Art Science & Commerce At & Post Kolad (Chinchawali) Tal. Roha Dist.,Mumbai University Mumbai,Raigad,Roha,Co-Education,Rural,No,Select,Panvel,At-post- Gove - kolad Tal - Roha Dist - Raigad At-post- kolad Tal - Roha Dist - Raigad,dr.snd.acsc.kolad288@gmail.com,2194250080,-9763264290,9373519757,Dr.Vishwas vishwanath Deshmukh,Non-Aided
358,Dr. Varsha Patil Women's College of Home Science,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Jalgaon,Jalgaon,Girls,Urban,No,Select,Jalgaon,306Baliram Peth Near Tahsil KacheriJalgaon.,dvphs.coft@gmail.com,0257-2227854,-7588408367,7588408367,Mrs. Ujwala Vasudeo Mawale,Non-Aided
359,S.P.Mandali's Naralkar Institute of Career Development & Research Pune 41130.,Savitribai Phule Pune University Pune,Pune,Pune City,Co-Education,Urban,No,Select,Pune,536 Shaniwar pethAppa Balwant Chowk Pune 411030,naralkar.institute86@gmail.com,020-24459492,020-41052121,9923191480,Dr.Mahesh L. Abale,Non-Aided
360,V. J. Shinde Mahila College Osmanabad.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Osmanabad,Girls,Urban,No,Select,Aurangabad,Shivai Nagar Manik Chowk kakde Flot Osmanabad.,vjshindecollege@gmail.com,02472-295329,02472-226007,9822387848,Dr. Shinde Madhav Vasantrao,Non-Aided
361,LATE NIRDHAN PATIL WAGHAYE ARTS AND SCIENCE COLLEGE CHOPA,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,GONDIA,Goregaon,Co-Education,Rural,No,Select,Nagpur,At- Chopa Tal- Goregaon Dist- Gondiya,npwcollegechopa@gmail.com,9923819837,-9823075475,8698044663,Dr. P. R. Dhote,Aided
362,Dr. Zakir Hussain Womens ACS College Parbhani,Swami Ramanand Teerth Marathwada University Nanded,Parbhani,Parbhani,Girls,Urban,Yes,Linguistic,Nanded,Dr. Zakir Hussain Nagar Near Khandoba Bazar Parbhani 431401,drzakirwdcollege@gmail.com,2452229151,-9420878259,9890298423,Dr.Abdul Qadeer Abdul Hameed,Non-Aided
363,Hashu Advani College of Special Education,Mumbai University Mumbai,Mumbai Suburban,Kurla,Co-Education,Urban,No,Select,Mumbai,64/65 Collector's ColonyChembur,hac_ccym@yahoo.co.in,022-25531041,022-25531041,9819265464,Dr.Asmita Huddar,Aided
364,Tilokchand kuche shikshan prasarak mandal Chatrapati Shivaji maharaj arts&science college HivraRala,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Jalna,Badnapur,Co-Education,Rural,No,Select,Aurangabad,Hiwra(Rala) Tal.Badnapur Dist-JalnaHiwara(rala) Tal..Badnapur Dist-Jalna,Chhatrapaticollege@gmail.com,2482261799,91-7588918603,950305822,MR.Tukaram gadekad,Non-Aided
365,The Bombay St. Paul Society's St. Paul Institute of Communication Education For WomenBandra (W),Mumbai University Mumbai,Mumbai Suburban,Andheri,Girls,Urban,Yes,Religious,Mumbai,St Pauls Media Complex 24th Road TPS III Bandra West Mumbai Maharashtra 400050,director@stpaulsice.com,2226425709,91-9819846471,8879408945,Fr (Dr) Plavendran,Non-Aided
366,Bakliwal FoundationAPMC Vashi Navi Mumbai,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Thane,Thane,Co-Education,Urban,No,Select,Panvel,U building 1st floor Plot No.7 APMC Sector19B Vashi Navi Mumbai 400703,bakliwalfoundation@gmail.com,91-9324656222,91-9324656222,9324656222,Seema Bakliwal,Non-Aided
367,Jaibhavani Shikshan Prasarak Mandal's Georai Arts and Science Colleges Marphala Beed.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Georai,Co-Education,Rural,No,Select,Aurangabad,At. Marphala Tq.Georai Dist- Beed,ascmarphala@gmail.com,9604879797,-9604879797,9604972197,Dr.U.S.Rajurkar,Non-Aided
368,Tirupati Arts Commerce Science College Washim,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Washim,Washim,Co-Education,Rural,No,Select,Amravati,Tirupati Arts Commerce Science College Washim Above panjab National Bank pusad nakka washim 444,tirupatiacscamravati2023@gmail.com,7517204907,-7796877654,8600350953,Dr. Panjab N Kathole,Non-Aided
369,S.I.E.S COLLEGE OF COMMERCE & ECONOMICS,Mumbai University Mumbai,Mumbai City,Mumbai City,Co-Education,Urban,Yes,Linguistic,Mumbai,PLOT NO. 71/72 T.V. CHIDAMBARAN MARG SION ( EAST) MUMBAI - 400 022,siesce@sies.edu.in,022-24074944,022-24074944,9869080886,DR. NINA ROY CHOUDHURY,Aided
370,BSPML Jaikranti College Of Computer Science & Managment Studies,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,No,Select,Pune,Behind BRT BUS DEPOT KATRAJ,principal@jaikranticollege.com,020-24317168,020-24317168,9823257003,Prof. Amol Vitthalrao Kale,Non-Aided
371,Rajiv Gandhi Vichar Dhara Sanchalit B.ed College,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Bhoom,Co-Education,Rural,No,Select,Aurangabad,RAJIV GANDHI BED COLLEGE CHINCHOLI PHATA BHOOM RAJIV GANDHI BED COLLEGE CHINCHOLI PHATA BHOOM,rgbedcollege1@gmail.com,02478279199 8805044760,02478-279199,8805044760,gandhale suhash machindra,Non-Aided
372,Dr. Ulhas Patil Law College  Jalgaon,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Jalgaon,Jalgaon,Co-Education,Urban,No,Select,Jalgaon,Plot No.62 M-Sector MIDC Jalgaon.,duplawcollege2003@gmail.com,0,-9326512749,9168682068,Dr. Nayana Arun Zope,Non-Aided
373,SWA. LAXMIBAI ART SCIENCE AND COMMERCE MAHIALA MAHAVIDYALAYA,Gondwana University Gadchiroli,Gadchiroli,Aheri,Girls,Tribal,No,Select,Nagpur,GOND MOHALLA AT-POSTT-ALLAPALLI TA-AHERIDIST-GADCHIROLI,laxmibaimahilamahaallapalli@gmail.com,7133299270,-9403816661,9403816661,Rajesh S. Gargam,Non-Aided
374,Loknayak Bapuji Aney Mahila Mahavidyalaya Yavatmal,Sant Gadge Baba Amravati University Amravati,Yavatmal,Yavatmal,Girls,Urban,No,Select,Amravati,AwadhutwadiDatta Chowk,aneymmv.ytl@rediffmail.com,07232-244788,07232-244788,9420876970,Dr. Durgesh Kunte,Aided
375,Sakya Science Commerce and Arts College Nara Road Near Nara Bus stop Nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,No,Select,Nagpur,Sakyanagri Near Nara bus standNaraNagpur,sakyasrcollege@gmail.com,-8928404441,-8928404441,9518704326,Dr Shashi P. Jambhulkar,Non-Aided
376,Sharda Education Society's Anand Vishwa Gurukul College Of Law.,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,No,Select,Panvel,Near Mental Hospital Opp. Acc Cement Colony Thane (w),avgcollegeoflaw@gmail.com,022-25820481,022-25453627,9619395507,Prof. Suyash Pradhan,Non-Aided
377,S. S. GANDHI COLLEGE,Punyashlok Ahilyadevi Holkar Solapur University Solapur,Solapur,Barshi,Co-Education,Rural,No,Select,Solapur,A/P-Vairag Tal-Barshi Dist-Solapur,sopanjawale@yahoo.co.in,02184-240745,02184-240745,9423329431,Prin.Dr.Shaikh.S.A.,Aided
378,Sharda ShaikShanik & Samajik Sansths's Vidyadhan College Valwadi Dhule,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Dhule,Dhule,Co-Education,Urban,No,Select,Jalgaon,Near Stadium Gondur Airport Road Valwadi Dhule,shardasanstha@gmail.com,2562270010,-9422288518,9422288518,Dr. Rohidas Bhikanrao Pawar,Non-Aided
379,Prabhat Arts Commerce and Science College Nidhona,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Phulambri,Co-Education,Rural,No,Select,Aurangabad,At Post Nidhona Tq Phulambri Dist Aurangabad,prabhatcollegenidhona@gmail.com,02430-285147,02430-285147,7040404877,DR SHIVAJI ANANDA DAPKE,Non-Aided
380,Priyadarshini Dnyan Prabodhini's Law College PHALTAN- 415 523,Shivaji University Kolhapur,Satara,Phaltan,Co-Education,Rural,No,Select,Kolhapur,Near GirvinakaNear Aadhikargraha Phaltan-Girvi Road Phaltan,lp150.cl@unishivaji.ac.in,02166-221127,02166-221127,9850030023,MORE AMIT AJITKUMAR,Aided
381,S.M.S.P.S Shri Baliram Motiram Patil Arts and Commerce College Dabhadi Tq. Malegaon,Savitribai Phule Pune University Pune,Nashik,Malegaon,Co-Education,Rural,No,Select,Pune,Dabhadi Tal. Malegaon,ashoksk1801@gmail.com,9422708956,-9422708956,9765227710,Dr. B. B. Gunjal,Non-Aided
382,Jay Durga Bhavani Krida Mandal Meharun Sanchalit Om Sai ShikshanShatra Mahavidyalaya  Shirsoli(Pra.,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Jalgaon,Jalgaon,Co-Education,Rural,No,Select,Jalgaon,Ramnarayan nagar ShirsoliShirsoli Ramnarayan nagar,principal@omsaibed.org,0257-2359232,0257-2359232,9404179406,Dr.ARCHANA PUNDLIKRAO BHOSLE,Non-Aided
383,Shri Chichgad Mahavidyalay,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,GONDIA,Deori,Co-Education,Rural,No,Select,Nagpur,Chichgad Ta Deori Dist Gondia,scmchichgadkkru@gmail.com,8605834463,-8605834463,8605834463,shri Swapanil Katenge,Non-Aided
384,Nagar Yuvak Shikshan Sanstha’s New Horizon College of Commerce Plot No. 5 Sector 13,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,No,Select,Panvel,New Horizon College Of Commerce Sector-13 Airoli Navi Mumbai-400708,nhims2011@gmail.com,022-20871721,022-27790238,9769997791,Mr. R.K. Varma,Non-Aided
385,S.P.B.Ed College Amravati,Sant Gadge Baba Amravati University Amravati,Amravati,Amravati,Co-Education,Rural,No,Select,Amravati,Gajanan townshipKathora raod,prpatil.bed@gmail.com,0721-2530344,0721-2530344,9403055571,Dr. Anuprita B. Deshmukh,Non-Aided
386,Dr.Babasaheb Ambedkar College of Science & Adv.Gurunath Kulkerni College of Commerce & Management,Mumbai University Mumbai,Palghar,Vasai-Virar,Co-Education,Urban,No,Select,Panvel,Dr. Babasaheb Ambedkar COllege Premises DEWANMAN Dongri road Near Parsi colony  PALGHAR VASAI ROAD,drbabasahebambedkarcollege@gmail.com,2502331233,-9226382638,7028343341,Dr. Adil Ahmed Siddqui,Non-Aided
